"id" "x1" "t" "Y"
114 -2.10182251372774 -0.433583959899749 1
115 -0.42311072158183 -0.428571428571429 2
116 -1.98203296658656 -0.423558897243108 1
117 -1.84689877868158 -0.418546365914787 1
118 -1.44807175237934 -0.413533834586466 1
119 -0.656477890042658 -0.408521303258145 2
120 0.0570533644923169 -0.403508771929825 2
121 -1.03553178861278 -0.398496240601504 2
122 -1.29412940007338 -0.393483709273183 1
123 0.679414294694396 -0.388471177944862 3
124 1.97770234260107 -0.383458646616541 3
125 0.16354161123613 -0.378446115288221 3
126 2.27068120473369 -0.3734335839599 3
127 2.3237055039833 -0.368421052631579 3
128 0.569407554526315 -0.363408521303258 3
129 -0.45767411951003 -0.358395989974937 2
130 2.57299292935557 -0.353383458646617 3
131 -1.4439107184416 -0.348370927318296 2
132 1.26057514988928 -0.343358395989975 3
133 0.275791713284785 -0.338345864661654 2
134 -1.06292490100481 -0.333333333333333 2
135 2.3262601109859 -0.328320802005013 3
136 1.58829360794348 -0.323308270676692 3
137 -0.60887810131581 -0.318295739348371 3
138 0.667305228812518 -0.31328320802005 3
139 -0.215340218467363 -0.308270676691729 2
140 -0.0324825687856663 -0.303258145363409 3
141 -0.143241216875817 -0.298245614035088 2
142 -0.00642716810835218 -0.293233082706767 3
143 0.336345829996247 -0.288220551378446 2
144 0.0458351796875809 -0.283208020050125 1
145 -1.02943371845509 -0.278195488721805 2
146 0.942066603141895 -0.273182957393484 3
147 0.084541113919421 -0.268170426065163 2
148 1.10006679197964 -0.263157894736842 3
149 -0.0366834671281821 -0.258145363408521 1
150 2.94292378562505 -0.253132832080201 3
151 -1.41133477730176 -0.24812030075188 1
152 -0.185342175063771 -0.243107769423559 2
153 -1.5500336415417 -0.238095238095238 1
154 1.55354463948185 -0.233082706766917 3
155 0.821223470676446 -0.228070175438597 3
156 0.783131516958643 -0.223057644110276 3
157 -1.64588182453222 -0.218045112781955 2
158 -0.580413689559553 -0.213032581453634 2
159 -0.921635909581018 -0.208020050125313 2
160 0.573344291284619 -0.203007518796993 3
161 0.55212521823108 -0.197994987468672 3
162 0.935120918019397 -0.192982456140351 3
163 -0.261818313278164 -0.18796992481203 1
164 -1.10930035356563 -0.182957393483709 2
165 -1.45090096105022 -0.177944862155389 1
166 -0.214359099170179 -0.172932330827068 2
167 0.946605266053713 -0.167919799498747 2
168 1.39753456233032 -0.162907268170426 3
169 0.607837425521661 -0.157894736842105 3
170 -1.89494557372269 -0.152882205513785 1
171 -0.128931263501763 -0.147869674185464 2
172 -1.80929730573912 -0.142857142857143 1
173 -1.52505978747938 -0.137844611528822 1
174 1.23461318519223 -0.132832080200501 3
175 1.20185386795715 -0.12781954887218 3
176 0.606974095908121 -0.12280701754386 2
177 0.116926305477418 -0.117794486215539 2
178 0.21538284220806 -0.112781954887218 2
179 0.907524976932467 -0.107769423558897 2
180 -0.638051996660166 -0.102756892230576 2
181 0.229077161384424 -0.0977443609022557 2
182 1.51871305422828 -0.0927318295739349 3
183 -0.251525971741919 -0.0877192982456141 1
184 0.998756957164109 -0.0827067669172933 2
185 -1.75651969469928 -0.0776942355889725 1
186 0.0823247965888083 -0.0726817042606517 2
187 0.638195492104966 -0.0676691729323309 3
188 0.725815314737465 -0.0626566416040101 3
189 -1.32614463048656 -0.0576441102756893 1
190 -1.08302093971064 -0.0526315789473685 2
191 0.167396886620079 -0.0476190476190477 2
192 -0.119104841318724 -0.0426065162907269 2
193 -0.589304424920091 -0.0375939849624061 2
194 -2.21337425946008 -0.0325814536340853 1
195 -0.985584345241392 -0.0275689223057645 1
196 1.74181688668846 -0.0225563909774437 3
197 0.417946361999308 -0.0175438596491229 2
198 -0.226712757289535 -0.0125313283208021 2
199 0.80707130933443 -0.00751879699248126 3
200 -0.0554922365819447 -0.00250626566416046 2
201 -0.685079771569815 0.00250626566416035 2
202 0.590189977717754 0.00751879699248104 2
203 -0.147923487812562 0.0125313283208019 2
204 1.09689348156295 0.0175438596491229 3
205 2.34065634008454 0.0225563909774436 2
206 0.880273801759866 0.0275689223057642 1
207 0.855009765062828 0.0325814536340852 2
208 0.000674169107431967 0.0375939849624061 2
209 -0.603964435087101 0.0426065162907268 1
210 -1.39194407770296 0.0476190476190474 1
211 1.72594232250099 0.0526315789473684 3
212 -0.302449930910829 0.0576441102756893 2
213 2.15720822041175 0.06265664160401 2
214 -1.12606436099542 0.0676691729323307 2
215 -1.4577505543825 0.0726817042606516 1
216 -0.247175938033994 0.0776942355889725 1
217 0.855265776147593 0.0827067669172932 3
218 -1.03302996682375 0.0877192982456139 1
219 -0.413949634987533 0.0927318295739348 1
220 -0.480983491477238 0.0977443609022557 1
221 -2.11850174556764 0.102756892230576 1
222 -0.463017923590038 0.107769423558897 2
223 -0.767987305759834 0.112781954887218 1
224 0.578937981669367 0.117794486215539 2
225 -1.04890190008183 0.12280701754386 1
226 -1.20816595413911 0.12781954887218 1
227 -1.58482014677541 0.132832080200501 1
228 -0.116453763254187 0.137844611528822 1
229 -0.310337897479855 0.142857142857143 2
230 0.875118739638026 0.147869674185463 2
231 -0.219856566553435 0.152882205513784 2
232 -0.643732419970069 0.157894736842105 2
233 1.1617388588667 0.162907268170426 2
234 0.54684450809012 0.167919799498747 2
235 0.986084030515303 0.172932330827068 3
236 -0.384437932329212 0.177944862155389 2
237 2.27439636180899 0.182957393483709 3
238 0.487353229501667 0.18796992481203 2
239 -0.615729498263168 0.192982456140351 2
240 -2.75052749002451 0.197994987468672 1
241 -2.34772217288719 0.203007518796992 1
242 -1.76811947148175 0.208020050125313 1
243 -1.77155293957449 0.213032581453634 1
244 2.63932522587002 0.218045112781955 3
245 1.04718008253647 0.223057644110276 2
246 -0.323898199112789 0.228070175438596 2
247 -0.608432526834473 0.233082706766917 2
248 1.58080242651149 0.238095238095238 3
249 -0.53388276834795 0.243107769423559 2
250 1.51778891594542 0.24812030075188 2
251 0.303687983999129 0.2531328320802 3
252 -0.921880454138517 0.258145363408521 1
253 0.0782154708360887 0.263157894736842 2
254 -0.117846955589508 0.268170426065163 2
255 0.354562173201783 0.273182957393484 1
256 0.769466308464665 0.278195488721805 3
257 -1.56645801320664 0.283208020050125 1
258 0.774757618674863 0.288220551378446 2
259 -0.142520561441907 0.293233082706767 2
260 1.82430194759614 0.298245614035088 3
261 0.232020568902023 0.303258145363408 1
262 -0.224894929068906 0.308270676691729 1
263 0.374880708070892 0.31328320802005 2
264 -0.767807010326311 0.318295739348371 1
265 -0.36639292454609 0.323308270676692 1
266 -2.38211447810808 0.328320802005012 1
267 1.27847106753433 0.333333333333333 3
268 -0.383855144486059 0.338345864661654 2
269 -1.13033829355232 0.343358395989975 1
270 1.59932958174526 0.348370927318296 2
271 -0.100364964170482 0.353383458646616 1
272 0.481227043581759 0.358395989974937 2
273 0.538930356698197 0.363408521303258 2
274 -0.259668384820749 0.368421052631579 2
275 0.269896922202166 0.3734335839599 2
276 0.893164657677096 0.378446115288221 2
277 -0.839895763380079 0.383458646616541 1
278 -0.800230184306406 0.388471177944862 1
279 1.49061366209597 0.393483709273183 3
280 1.39682248444082 0.398496240601504 2
281 0.533333223299033 0.403508771929824 2
282 1.36721328028743 0.408521303258145 3
283 -0.474646454948309 0.413533834586466 1
284 0.414681262789134 0.418546365914787 1
285 0.976446947994093 0.423558897243108 2
286 0.520863247111546 0.428571428571428 2
287 0.388980087294449 0.433583959899749 2
288 -0.797936447545024 0.43859649122807 1
289 -1.66503575995338 0.443609022556391 1
290 -1.80254014176325 0.448621553884712 1
291 0.111512592388328 0.453634085213033 2
292 0.108135302338867 0.458646616541353 2
293 0.635472407019719 0.463659147869674 2
294 -0.761356245167218 0.468671679197995 1
295 -0.191049916675316 0.473684210526316 1
296 -0.06089268341429 0.478696741854637 1
297 0.243896397893533 0.483709273182957 1
298 2.27683265383213 0.488721804511278 3
299 0.00561666883791056 0.493734335839599 1
300 0.159368206224133 0.49874686716792 2
301 -0.355942832717789 0.503759398496241 1
302 0.0794706738755165 0.508771929824561 2
303 -0.960269943335243 0.513784461152882 1
304 -0.701226725918358 0.518796992481203 1
305 -0.0943242060640859 0.523809523809524 1
306 -2.29511307898856 0.528822055137844 1
307 -0.707961032683413 0.533834586466165 1
308 -0.951260457202093 0.538847117794486 1
309 0.699743328448835 0.543859649122807 2
310 0.28660649831546 0.548872180451128 1
311 0.152447048054939 0.553884711779449 2
312 1.39310180402846 0.558897243107769 2
313 0.719445373390381 0.56390977443609 2
314 0.822689035935047 0.568922305764411 2
315 -0.382733048790112 0.573934837092732 1
316 0.0523819158103105 0.578947368421053 1
317 -0.690211938272893 0.583959899749373 1
318 -0.679184067228761 0.588972431077694 1
319 -0.146314388023488 0.593984962406015 1
320 0.153960339636318 0.598997493734336 1
321 -0.543336726834101 0.604010025062657 2
322 -1.17834691667071 0.609022556390977 1
323 -1.71768033626031 0.614035087719298 1
324 -2.10066231521346 0.619047619047619 1
325 0.178969367667068 0.62406015037594 2
326 -1.55596767198324 0.62907268170426 1
327 -0.00738847482339905 0.634085213032581 1
328 -1.74974194420849 0.639097744360902 1
329 0.776110988004742 0.644110275689223 2
330 -0.00551852777876469 0.649122807017544 1
331 0.10868429418779 0.654135338345865 1
332 -1.1995680871735 0.659147869674185 1
333 -1.78275625709057 0.664160401002506 1
334 -0.125327316089598 0.669172932330827 1
335 -0.735518643824801 0.674185463659148 1
336 0.578022499365783 0.679197994987469 2
337 -1.30706006424652 0.684210526315789 1
338 0.765696352323325 0.68922305764411 2
339 -0.885716067026744 0.694235588972431 1
340 1.01869411175934 0.699248120300752 2
341 0.0576373270756545 0.704260651629073 2
342 -0.224947163566093 0.709273182957393 1
343 -1.47603440949317 0.714285714285714 1
344 -0.365553100578899 0.719298245614035 1
345 0.73571156076381 0.724310776942356 2
346 1.63496473477755 0.729323308270676 2
347 0.332356113249229 0.734335839598997 1
348 -4.17899562339892 0.739348370927318 1
349 1.06962094925641 0.744360902255639 2
350 2.36097171319116 0.74937343358396 3
351 0.884798607230033 0.754385964912281 2
352 0.154345874734287 0.759398496240602 1
353 -1.07835072314258 0.764411027568922 1
354 1.5717839404854 0.769423558897243 2
355 1.03087755194263 0.774436090225564 2
356 -0.413197424631259 0.779448621553885 1
357 1.01499513627918 0.784461152882205 2
358 0.619897963562527 0.789473684210526 2
359 -0.397552867671485 0.794486215538847 2
360 -0.282258183880032 0.799498746867168 1
361 0.10075553828153 0.804511278195489 1
362 0.217201551745417 0.809523809523809 2
363 0.133673928987365 0.81453634085213 1
364 0.307076162715049 0.819548872180451 2
365 -1.02024490754848 0.824561403508772 1
366 -1.07054617528055 0.829573934837093 1
367 0.263442532125268 0.834586466165413 1
368 0.900683075422977 0.839598997493734 2
369 -0.503123158157894 0.844611528822055 1
370 -1.12122787702607 0.849624060150376 1
371 -1.41132319195704 0.854636591478697 1
372 0.624715091681627 0.859649122807018 2
373 -1.70022379874534 0.864661654135338 1
374 -1.34812932654841 0.869674185463659 1
375 -0.750085280772785 0.87468671679198 1
376 2.73026815498934 0.879699248120301 3
377 1.80822733312855 0.884711779448621 3
378 0.704627209097786 0.889724310776942 2
379 1.36834682119604 0.894736842105263 2
380 -0.927511834254329 0.899749373433584 1
381 0.392372847924669 0.904761904761905 2
382 -0.282043126425926 0.909774436090225 2
383 0.538284583515558 0.914786967418546 2
384 -0.417989112815925 0.919799498746867 1
385 -1.8966176972092 0.924812030075188 1
386 -0.499630598145719 0.929824561403509 2
387 2.1683656278536 0.934837092731829 3
388 -0.570045154752062 0.93984962406015 1
389 -0.280754612916841 0.944862155388471 1
390 0.0854002214181819 0.949874686716792 1
391 -1.50958552819535 0.954887218045113 1
392 -1.54966032705628 0.959899749373434 1
393 0.4331135351372 0.964912280701754 2
394 -1.12017441320371 0.969924812030075 1
395 0.856811163027047 0.974937343358396 3
396 0.519166641402949 0.979949874686717 2
397 0.697032118481675 0.984962406015037 2
398 0.480790939813921 0.989974937343358 2
399 -0.278115272713674 0.994987468671679 2
400 -0.485977006760492 1 1
